timestamp,open,high,low,close,volume
2024-01-01 00:48:00+00:00,1.08329,1.08373,1.08294,1.08339,98
2024-01-01 00:49:00+00:00,1.08297,1.08345,1.08255,1.08303,98
2024-01-01 00:50:00+00:00,1.08303,1.08331,1.08274,1.08302,108
2024-01-01 00:51:00+00:00,1.08296,1.08317,1.08283,1.08304,98
2024-01-01 00:52:00+00:00,1.08284,1.08333,1.08219,1.08268,93
2024-01-01 00:53:00+00:00,1.08295,1.08312,1.08282,1.08299,94
2024-01-01 00:54:00+00:00,1.08313,1.08363,1.08261,1.08311,103
2024-01-01 00:55:00+00:00,1.0833,1.08343,1.08314,1.08327,108
2024-01-01 00:56:00+00:00,1.08315,1.08359,1.08272,1.08316,106
2024-01-01 00:57:00+00:00,1.08309,1.08371,1.08259,1.0832,103
2024-01-01 00:58:00+00:00,1.08315,1.08374,1.08265,1.08324,108
2024-01-01 00:59:00+00:00,1.08333,1.08383,1.0828,1.0833,97
2024-01-01 01:00:00+00:00,1.08324,1.08376,1.08275,1.08326,94
2024-01-01 01:01:00+00:00,1.08321,1.08354,1.0828,1.08313,106
2024-01-01 01:02:00+00:00,1.08301,1.08336,1.08263,1.08298,113
2024-01-01 01:03:00+00:00,1.0828,1.0832,1.08242,1.08282,103
2024-01-01 01:04:00+00:00,1.08294,1.08345,1.08245,1.08296,106
2024-01-01 01:05:00+00:00,1.08319,1.08369,1.08271,1.08322,100
2024-01-01 01:06:00+00:00,1.08317,1.08364,1.08273,1.08319,101
2024-01-01 01:07:00+00:00,1.08335,1.08376,1.08291,1.08331,90
2024-01-01 01:08:00+00:00,1.08342,1.0838,1.08298,1.08336,116
2024-01-01 01:09:00+00:00,1.0833,1.08381,1.08277,1.08327,95
2024-01-01 01:10:00+00:00,1.08337,1.08358,1.08318,1.08339,96
2024-01-01 01:11:00+00:00,1.08364,1.08386,1.08345,1.08366,109
2024-01-01 01:12:00+00:00,1.08364,1.08421,1.0831,1.08368,113
2024-01-01 01:13:00+00:00,1.08392,1.08427,1.08357,1.08392,89
2024-01-01 01:14:00+00:00,1.08345,1.08377,1.08313,1.08344,111
2024-01-01 01:15:00+00:00,1.0836,1.08407,1.08305,1.08353,111
2024-01-01 01:16:00+00:00,1.08361,1.0841,1.08314,1.08363,102
2024-01-01 01:17:00+00:00,1.08356,1.08385,1.08337,1.08366,105
2024-01-01 01:18:00+00:00,1.08357,1.08376,1.08329,1.08347,98
2024-01-01 01:19:00+00:00,1.08322,1.0837,1.08276,1.08324,76
2024-01-01 01:20:00+00:00,1.08318,1.08371,1.08273,1.08327,96
2024-01-01 01:21:00+00:00,1.08324,1.08345,1.08295,1.08316,84
2024-01-01 01:22:00+00:00,1.08351,1.084,1.08303,1.08352,96
2024-01-01 01:23:00+00:00,1.08341,1.08373,1.08307,1.08339,96
2024-01-01 01:24:00+00:00,1.08327,1.08358,1.08286,1.08318,110
2024-01-01 01:25:00+00:00,1.08318,1.08371,1.08264,1.08317,90
2024-01-01 01:26:00+00:00,1.08334,1.0837,1.08301,1.08337,109
2024-01-01 01:27:00+00:00,1.0834,1.08363,1.08323,1.08346,106
2024-01-01 01:28:00+00:00,1.08331,1.08355,1.08308,1.08332,112
2024-01-01 01:29:00+00:00,1.0834,1.08365,1.08303,1.08329,97
2024-01-01 01:30:00+00:00,1.08342,1.08405,1.08289,1.08352,91
2024-01-01 01:31:00+00:00,1.08359,1.08381,1.08328,1.0835,101
2024-01-01 01:32:00+00:00,1.08346,1.08376,1.08306,1.08336,117
2024-01-01 01:33:00+00:00,1.08341,1.08388,1.08297,1.08345,91
2024-01-01 01:34:00+00:00,1.08334,1.08363,1.08311,1.08341,108
2024-01-01 01:35:00+00:00,1.08307,1.08348,1.08257,1.08298,104
2024-01-01 01:36:00+00:00,1.08313,1.08332,1.08282,1.08302,99
2024-01-01 01:37:00+00:00,1.08317,1.08349,1.08296,1.08327,83
2024-01-01 01:38:00+00:00,1.08317,1.08371,1.0824,1.08293,116
2024-01-01 01:39:00+00:00,1.08313,1.0834,1.0827,1.08297,98
2024-01-01 01:40:00+00:00,1.08288,1.08333,1.08245,1.0829,98
2024-01-01 01:41:00+00:00,1.0828,1.08327,1.08225,1.08272,110
2024-01-01 01:42:00+00:00,1.08274,1.083,1.08246,1.08271,92
2024-01-01 01:43:00+00:00,1.0826,1.08286,1.08218,1.08244,109
2024-01-01 01:44:00+00:00,1.08257,1.08303,1.08212,1.08258,99
2024-01-01 01:45:00+00:00,1.08264,1.08301,1.08221,1.08258,104
2024-01-01 01:46:00+00:00,1.08298,1.08326,1.08271,1.083,102
2024-01-01 01:47:00+00:00,1.08301,1.08355,1.08258,1.08312,97
2024-01-01 01:48:00+00:00,1.08306,1.08369,1.08257,1.08321,111
2024-01-01 01:49:00+00:00,1.08304,1.08334,1.08283,1.08313,103
2024-01-01 01:50:00+00:00,1.0827,1.08283,1.08258,1.08271,100
2024-01-01 01:51:00+00:00,1.08269,1.08293,1.08247,1.0827,99
2024-01-01 01:52:00+00:00,1.0827,1.0831,1.08218,1.08258,89
2024-01-01 01:53:00+00:00,1.08315,1.08367,1.08264,1.08316,92
2024-01-01 01:54:00+00:00,1.08311,1.08359,1.08258,1.08306,104
2024-01-01 01:55:00+00:00,1.08317,1.08343,1.08296,1.08322,107
2024-01-01 01:56:00+00:00,1.08316,1.08365,1.08265,1.08314,90
2024-01-01 01:57:00+00:00,1.08295,1.08351,1.08249,1.08305,93
2024-01-01 01:58:00+00:00,1.08315,1.08358,1.08256,1.08299,89
2024-01-01 01:59:00+00:00,1.08329,1.08375,1.08288,1.08335,95
2024-01-01 02:00:00+00:00,1.08343,1.08398,1.08297,1.08352,99
2024-01-01 02:01:00+00:00,1.08327,1.08375,1.08278,1.08326,94
2024-01-01 02:02:00+00:00,1.08352,1.08398,1.08304,1.08351,83
2024-01-01 02:03:00+00:00,1.08327,1.08343,1.0831,1.08326,115
2024-01-01 02:04:00+00:00,1.08337,1.08384,1.08295,1.08342,89
2024-01-01 02:05:00+00:00,1.08377,1.08436,1.0833,1.08388,96
2024-01-01 02:06:00+00:00,1.08359,1.08378,1.08337,1.08356,98
2024-01-01 02:07:00+00:00,1.08349,1.08376,1.08329,1.08356,106
2024-01-01 02:08:00+00:00,1.08351,1.08396,1.08301,1.08346,105
2024-01-01 02:09:00+00:00,1.08342,1.08368,1.08316,1.08342,92
2024-01-01 02:10:00+00:00,1.08314,1.08342,1.08282,1.0831,113
2024-01-01 02:11:00+00:00,1.08315,1.08346,1.08288,1.08319,92
2024-01-01 02:12:00+00:00,1.08296,1.08316,1.08275,1.08295,97
2024-01-01 02:13:00+00:00,1.08304,1.08356,1.08244,1.08295,111
2024-01-01 02:14:00+00:00,1.08288,1.08334,1.08235,1.08281,114
2024-01-01 02:15:00+00:00,1.08316,1.08343,1.08294,1.08322,97
2024-01-01 02:16:00+00:00,1.08302,1.08317,1.08279,1.08295,96
2024-01-01 02:17:00+00:00,1.08296,1.08323,1.08259,1.08286,123
2024-01-01 02:18:00+00:00,1.0831,1.08345,1.08282,1.08316,94
2024-01-01 02:19:00+00:00,1.08288,1.08306,1.08277,1.08295,85
2024-01-01 02:20:00+00:00,1.08292,1.08342,1.08235,1.08284,96
2024-01-01 02:21:00+00:00,1.08316,1.08364,1.0826,1.08308,93
2024-01-01 02:22:00+00:00,1.08287,1.08337,1.08239,1.08289,108
2024-01-01 02:23:00+00:00,1.0829,1.08343,1.08245,1.08297,122
2024-01-01 02:24:00+00:00,1.08295,1.08338,1.08248,1.08291,91
2024-01-01 02:25:00+00:00,1.08309,1.08347,1.08267,1.08306,79
2024-01-01 02:26:00+00:00,1.08287,1.08339,1.08227,1.08279,85
2024-01-01 02:27:00+00:00,1.08263,1.08317,1.08221,1.08276,95
2024-01-01 02:28:00+00:00,1.08272,1.08311,1.08234,1.08272,98
2024-01-01 02:29:00+00:00,1.08278,1.08324,1.08233,1.08279,111
2024-01-01 02:30:00+00:00,1.08282,1.08304,1.08258,1.0828,97
2024-01-01 02:31:00+00:00,1.08289,1.08341,1.08233,1.08286,105
2024-01-01 02:32:00+00:00,1.08276,1.08295,1.08265,1.08283,127
2024-01-01 02:33:00+00:00,1.0828,1.08319,1.08241,1.0828,94
2024-01-01 02:34:00+00:00,1.08286,1.08307,1.08272,1.08293,84
2024-01-01 02:35:00+00:00,1.08273,1.08328,1.08225,1.0828,105
2024-01-01 02:36:00+00:00,1.08306,1.08359,1.08249,1.08302,104
2024-01-01 02:37:00+00:00,1.08315,1.08344,1.08279,1.08307,90
2024-01-01 02:38:00+00:00,1.08294,1.08342,1.08239,1.08287,103
2024-01-01 02:39:00+00:00,1.08305,1.08331,1.08255,1.0828,107
2024-01-01 02:40:00+00:00,1.08288,1.08319,1.0827,1.08301,118
2024-01-01 02:41:00+00:00,1.08302,1.08325,1.08279,1.08301,98
2024-01-01 02:42:00+00:00,1.08323,1.08359,1.08299,1.08335,116
2024-01-01 02:43:00+00:00,1.08308,1.0836,1.0827,1.08322,101
2024-01-01 02:44:00+00:00,1.08325,1.08377,1.0828,1.08331,107
2024-01-01 02:45:00+00:00,1.08333,1.08353,1.0831,1.0833,106
2024-01-01 02:46:00+00:00,1.08348,1.08364,1.08333,1.08349,88
2024-01-01 02:47:00+00:00,1.08382,1.08402,1.0836,1.08381,104
2024-01-01 02:48:00+00:00,1.08377,1.08407,1.08354,1.08384,86
2024-01-01 02:49:00+00:00,1.08364,1.084,1.08341,1.08377,108
2024-01-01 02:50:00+00:00,1.08348,1.08376,1.08327,1.08356,88
2024-01-01 02:51:00+00:00,1.08333,1.08376,1.08302,1.08345,92
2024-01-01 02:52:00+00:00,1.08332,1.0838,1.08279,1.08327,88
2024-01-01 02:53:00+00:00,1.08338,1.08353,1.08323,1.08338,92
2024-01-01 02:54:00+00:00,1.08343,1.08391,1.08295,1.08343,96
2024-01-01 02:55:00+00:00,1.08358,1.08403,1.08325,1.0837,110
2024-01-01 02:56:00+00:00,1.08358,1.08397,1.08318,1.08358,90
2024-01-01 02:57:00+00:00,1.08384,1.0843,1.08338,1.08384,96
2024-01-01 02:58:00+00:00,1.08379,1.08403,1.0835,1.08374,99
2024-01-01 02:59:00+00:00,1.08428,1.08482,1.08376,1.0843,98
2024-01-01 03:00:00+00:00,1.0844,1.08457,1.08425,1.08442,90
2024-01-01 03:01:00+00:00,1.08424,1.08461,1.0839,1.08428,113
2024-01-01 03:02:00+00:00,1.08405,1.08433,1.08383,1.08411,104
2024-01-01 03:03:00+00:00,1.08413,1.08442,1.08382,1.0841,106
2024-01-01 03:04:00+00:00,1.08409,1.08449,1.08379,1.08419,94
2024-01-01 03:05:00+00:00,1.08422,1.08473,1.0836,1.08411,111
2024-01-01 03:06:00+00:00,1.08431,1.08477,1.08401,1.08447,101
2024-01-01 03:07:00+00:00,1.0843,1.08471,1.08368,1.08409,104
2024-01-01 03:08:00+00:00,1.08414,1.08466,1.08345,1.08397,104
2024-01-01 03:09:00+00:00,1.08387,1.08423,1.08355,1.08391,90
2024-01-01 03:10:00+00:00,1.08379,1.08408,1.08341,1.0837,94
2024-01-01 03:11:00+00:00,1.08394,1.08447,1.08341,1.08394,99
2024-01-01 03:12:00+00:00,1.08398,1.08446,1.08352,1.08399,90
2024-01-01 03:13:00+00:00,1.08376,1.08443,1.08324,1.08392,82
2024-01-01 03:14:00+00:00,1.08379,1.08417,1.08351,1.08389,83
2024-01-01 03:15:00+00:00,1.08386,1.08427,1.08334,1.08375,81
2024-01-01 03:16:00+00:00,1.0837,1.08392,1.08325,1.08347,105
2024-01-01 03:17:00+00:00,1.08373,1.08373,1.08373,1.08373,0
2024-01-01 03:18:00+00:00,1.08374,1.08431,1.08323,1.08379,120
2024-01-01 03:19:00+00:00,1.08353,1.08376,1.08331,1.08354,112
2024-01-01 03:20:00+00:00,1.0836,1.08375,1.08342,1.08357,105
2024-01-01 03:21:00+00:00,1.0837,1.08389,1.08347,1.08367,102
2024-01-01 03:22:00+00:00,1.08389,1.08428,1.08341,1.08379,91
2024-01-01 03:23:00+00:00,1.08408,1.08431,1.0837,1.08393,107
2024-01-01 03:24:00+00:00,1.08383,1.08422,1.08336,1.08374,122
2024-01-01 03:25:00+00:00,1.08367,1.08393,1.08334,1.0836,89
2024-01-01 03:26:00+00:00,1.08376,1.08457,1.08325,1.08406,96
2024-01-01 03:27:00+00:00,1.08385,1.08417,1.08355,1.08387,108
2024-01-01 03:28:00+00:00,1.08394,1.08394,1.08394,1.08394,0
2024-01-01 03:29:00+00:00,1.08464,1.08491,1.08438,1.08466,85
2024-01-01 03:30:00+00:00,1.08474,1.08495,1.0846,1.08481,96
2024-01-01 03:31:00+00:00,1.08494,1.08527,1.08462,1.08495,92
2024-01-01 03:32:00+00:00,1.08512,1.08557,1.08467,1.08513,77
2024-01-01 03:33:00+00:00,1.08523,1.08586,1.08471,1.08534,110
2024-01-01 03:34:00+00:00,1.08518,1.08553,1.08503,1.08539,109
2024-01-01 03:35:00+00:00,1.08531,1.08577,1.08482,1.08527,107
2024-01-01 03:36:00+00:00,1.08517,1.0854,1.08479,1.08501,106
2024-01-01 03:37:00+00:00,1.08513,1.0856,1.08457,1.08504,106
2024-01-01 03:38:00+00:00,1.08504,1.0853,1.08472,1.08497,92
2024-01-01 03:39:00+00:00,1.08506,1.08522,1.0849,1.08505,91
2024-01-01 03:40:00+00:00,1.08548,1.08585,1.08507,1.08544,93
2024-01-01 03:41:00+00:00,1.08514,1.08579,1.08464,1.0853,94
2024-01-01 03:42:00+00:00,1.08526,1.08545,1.08505,1.08524,111
2024-01-01 03:43:00+00:00,1.08497,1.08512,1.08485,1.085,103
2024-01-01 03:44:00+00:00,1.08489,1.08538,1.08426,1.08475,97
2024-01-01 03:45:00+00:00,1.08508,1.08549,1.0846,1.08501,91
2024-01-01 03:46:00+00:00,1.08509,1.08555,1.08441,1.08486,100
2024-01-01 03:47:00+00:00,1.0849,1.08511,1.08477,1.08498,93
2024-01-01 03:48:00+00:00,1.08477,1.08541,1.08428,1.08492,96
2024-01-01 03:49:00+00:00,1.08489,1.08518,1.08454,1.08483,95
2024-01-01 03:50:00+00:00,1.08476,1.08532,1.08426,1.08482,98
2024-01-01 03:51:00+00:00,1.0848,1.08509,1.08467,1.08496,89
2024-01-01 03:52:00+00:00,1.08481,1.08542,1.08432,1.08493,98
2024-01-01 03:53:00+00:00,1.08469,1.08512,1.08429,1.08472,113
2024-01-01 03:54:00+00:00,1.08508,1.08547,1.08473,1.08512,110
2024-01-01 03:55:00+00:00,1.08519,1.08533,1.08503,1.08516,97
2024-01-01 03:56:00+00:00,1.08483,1.08524,1.0843,1.08471,96
2024-01-01 03:57:00+00:00,1.08486,1.08537,1.08449,1.085,100
2024-01-01 03:58:00+00:00,1.08474,1.08522,1.08432,1.0848,100
2024-01-01 03:59:00+00:00,1.0849,1.08533,1.08448,1.08491,104
2024-01-01 04:00:00+00:00,1.08475,1.08505,1.0842,1.0845,87
2024-01-01 04:01:00+00:00,1.08473,1.08493,1.08439,1.08458,89
2024-01-01 04:02:00+00:00,1.08482,1.08538,1.08432,1.08487,91
2024-01-01 04:03:00+00:00,1.08498,1.08549,1.08434,1.08485,106
2024-01-01 04:04:00+00:00,1.08476,1.08496,1.08456,1.08476,129
2024-01-01 04:05:00+00:00,1.0847,1.08509,1.08429,1.08467,95
2024-01-01 04:06:00+00:00,1.08462,1.08481,1.08432,1.08451,102
2024-01-01 04:07:00+00:00,1.0845,1.08498,1.08397,1.08445,104
2024-01-01 04:08:00+00:00,1.08482,1.08515,1.08467,1.08499,92
2024-01-01 04:09:00+00:00,1.08489,1.08544,1.08435,1.0849,84
2024-01-01 04:10:00+00:00,1.08466,1.08504,1.08428,1.08465,87
2024-01-01 04:11:00+00:00,1.08483,1.08507,1.08471,1.08495,108
2024-01-01 04:12:00+00:00,1.08521,1.0857,1.08465,1.08514,112
2024-01-01 04:13:00+00:00,1.0854,1.0858,1.08493,1.08534,95
2024-01-01 04:14:00+00:00,1.08512,1.08553,1.08455,1.08496,99
2024-01-01 04:15:00+00:00,1.08504,1.08538,1.08481,1.08516,90
2024-01-01 04:16:00+00:00,1.08526,1.08554,1.08501,1.08529,106
2024-01-01 04:17:00+00:00,1.08514,1.08564,1.08445,1.08496,110
2024-01-01 04:18:00+00:00,1.08522,1.0856,1.0847,1.08508,89
2024-01-01 04:19:00+00:00,1.08536,1.0855,1.08524,1.08539,82
2024-01-01 04:20:00+00:00,1.08519,1.08557,1.08494,1.08532,89
2024-01-01 04:21:00+00:00,1.08518,1.08555,1.08473,1.0851,93
2024-01-01 04:22:00+00:00,1.0846,1.08477,1.08433,1.0845,89
2024-01-01 04:23:00+00:00,1.08441,1.08456,1.08407,1.08422,101
2024-01-01 04:24:00+00:00,1.08437,1.0845,1.08413,1.08426,115
2024-01-01 04:25:00+00:00,1.08414,1.08457,1.08376,1.08419,87
2024-01-01 04:26:00+00:00,1.08443,1.08468,1.08415,1.0844,107
2024-01-01 04:27:00+00:00,1.08418,1.08453,1.08391,1.08425,116
2024-01-01 04:28:00+00:00,1.0841,1.08423,1.08386,1.084,96
2024-01-01 04:29:00+00:00,1.08412,1.08464,1.08369,1.08422,83
2024-01-01 04:30:00+00:00,1.08438,1.08482,1.08382,1.08426,116
2024-01-01 04:31:00+00:00,1.08412,1.08467,1.08365,1.0842,97
2024-01-01 04:32:00+00:00,1.08433,1.08472,1.0839,1.08429,95
2024-01-01 04:33:00+00:00,1.08433,1.0848,1.08389,1.08436,104
2024-01-01 04:34:00+00:00,1.08416,1.08457,1.0838,1.08421,95
2024-01-01 04:35:00+00:00,1.08424,1.08456,1.08376,1.08408,91
2024-01-01 04:36:00+00:00,1.08428,1.0845,1.08397,1.08419,100
2024-01-01 04:37:00+00:00,1.08417,1.08433,1.08404,1.0842,95
2024-01-01 04:38:00+00:00,1.08418,1.08442,1.08389,1.08412,87
2024-01-01 04:39:00+00:00,1.08411,1.08452,1.08368,1.08408,102
2024-01-01 04:40:00+00:00,1.08413,1.08464,1.08361,1.08412,88
2024-01-01 04:41:00+00:00,1.08425,1.08447,1.08387,1.08409,100
2024-01-01 04:42:00+00:00,1.08454,1.08494,1.08402,1.08442,110
2024-01-01 04:43:00+00:00,1.08431,1.08463,1.084,1.08432,104
2024-01-01 04:44:00+00:00,1.0847,1.0851,1.08432,1.08472,103
2024-01-01 04:45:00+00:00,1.08435,1.08464,1.08424,1.08453,105
2024-01-01 04:46:00+00:00,1.08432,1.08448,1.08409,1.08426,106
2024-01-01 04:47:00+00:00,1.08442,1.08463,1.08422,1.08443,111
2024-01-01 04:48:00+00:00,1.08448,1.08497,1.08391,1.08441,101
2024-01-01 04:49:00+00:00,1.08436,1.0845,1.08424,1.08437,101
2024-01-01 04:50:00+00:00,1.08433,1.08487,1.08397,1.08452,95
2024-01-01 04:51:00+00:00,1.08424,1.08483,1.08373,1.08432,108
2024-01-01 04:52:00+00:00,1.08413,1.08454,1.08374,1.08415,103
2024-01-01 04:53:00+00:00,1.08428,1.0846,1.08389,1.08421,91
2024-01-01 04:54:00+00:00,1.08435,1.08462,1.08397,1.08425,92
2024-01-01 04:55:00+00:00,1.08422,1.08468,1.08384,1.08431,86
2024-01-01 04:56:00+00:00,1.08439,1.08473,1.08407,1.08442,80
2024-01-01 04:57:00+00:00,1.08444,1.08485,1.08387,1.08429,112
2024-01-01 04:58:00+00:00,1.08459,1.08504,1.08421,1.08466,89
2024-01-01 04:59:00+00:00,1.0847,1.08505,1.08423,1.08458,95
2024-01-01 05:00:00+00:00,1.08455,1.08518,1.08403,1.08465,103
2024-01-01 05:01:00+00:00,1.08445,1.08492,1.08384,1.08431,112
2024-01-01 05:02:00+00:00,1.08458,1.08496,1.08417,1.08454,88
2024-01-01 05:03:00+00:00,1.08469,1.0851,1.08435,1.08476,103
2024-01-01 05:04:00+00:00,1.08469,1.08511,1.08421,1.08463,87
2024-01-01 05:05:00+00:00,1.08471,1.08517,1.08424,1.0847,85
2024-01-01 05:06:00+00:00,1.08494,1.08518,1.0847,1.08493,103
2024-01-01 05:07:00+00:00,1.08484,1.08523,1.08439,1.08479,99
2024-01-01 05:08:00+00:00,1.08493,1.08522,1.08477,1.08505,108
2024-01-01 05:09:00+00:00,1.0849,1.08528,1.0846,1.08498,91
2024-01-01 05:10:00+00:00,1.08486,1.08537,1.08412,1.08464,108
2024-01-01 05:11:00+00:00,1.08506,1.08542,1.08481,1.08517,84
2024-01-01 05:12:00+00:00,1.0852,1.08538,1.08498,1.08515,88
2024-01-01 05:13:00+00:00,1.08535,1.0857,1.08518,1.08553,106
2024-01-01 05:14:00+00:00,1.08559,1.08587,1.08523,1.08551,93
2024-01-01 05:15:00+00:00,1.08559,1.0858,1.08532,1.08552,98
2024-01-01 05:16:00+00:00,1.08571,1.08601,1.08539,1.08569,113
2024-01-01 05:17:00+00:00,1.08566,1.08616,1.08524,1.08574,101
2024-01-01 05:18:00+00:00,1.08572,1.08621,1.08519,1.08568,107
2024-01-01 05:19:00+00:00,1.08569,1.08586,1.08554,1.08571,104
2024-01-01 05:20:00+00:00,1.08571,1.08619,1.08527,1.08575,93
2024-01-01 05:21:00+00:00,1.08582,1.08597,1.08562,1.08577,94
2024-01-01 05:22:00+00:00,1.08567,1.08612,1.0854,1.08585,106
2024-01-01 05:23:00+00:00,1.08605,1.08659,1.08548,1.08602,83
2024-01-01 05:24:00+00:00,1.08587,1.086,1.08565,1.08579,92
2024-01-01 05:25:00+00:00,1.08565,1.08577,1.08552,1.08564,86
2024-01-01 05:26:00+00:00,1.08586,1.08622,1.0856,1.08597,104
2024-01-01 05:27:00+00:00,1.086,1.08652,1.08545,1.08597,99
2024-01-01 05:28:00+00:00,1.08611,1.08626,1.08599,1.08614,73
2024-01-01 05:29:00+00:00,1.08622,1.08643,1.08599,1.08619,91
2024-01-01 05:30:00+00:00,1.08622,1.08666,1.08585,1.08629,105
2024-01-01 05:31:00+00:00,1.08606,1.08627,1.08557,1.08578,103
2024-01-01 05:32:00+00:00,1.08607,1.08624,1.08594,1.08611,94
2024-01-01 05:33:00+00:00,1.08595,1.08608,1.08581,1.08594,101
2024-01-01 05:34:00+00:00,1.08613,1.08662,1.08578,1.08627,96
2024-01-01 05:35:00+00:00,1.0861,1.08647,1.08575,1.08612,98
2024-01-01 05:36:00+00:00,1.08595,1.08637,1.08549,1.08591,93
2024-01-01 05:37:00+00:00,1.08589,1.08612,1.08573,1.08596,117
2024-01-01 05:38:00+00:00,1.08597,1.0863,1.08564,1.08598,89
2024-01-01 05:39:00+00:00,1.08587,1.08624,1.08549,1.08586,100
2024-01-01 05:40:00+00:00,1.08572,1.08602,1.08551,1.08581,94
2024-01-01 05:41:00+00:00,1.08576,1.08616,1.08542,1.08581,107
2024-01-01 05:42:00+00:00,1.08581,1.08623,1.08539,1.08581,102
2024-01-01 05:43:00+00:00,1.08572,1.08642,1.08518,1.08588,119
2024-01-01 05:44:00+00:00,1.08563,1.086,1.08516,1.08553,86
2024-01-01 05:45:00+00:00,1.08567,1.08617,1.08519,1.08568,101
2024-01-01 05:46:00+00:00,1.08541,1.08597,1.08494,1.0855,97
2024-01-01 05:47:00+00:00,1.08516,1.08567,1.0844,1.08492,86
2024-01-01 05:48:00+00:00,1.08503,1.08545,1.08438,1.0848,107
2024-01-01 05:49:00+00:00,1.08499,1.08519,1.08468,1.08488,90
2024-01-01 05:50:00+00:00,1.08505,1.08541,1.08481,1.08518,99
2024-01-01 05:51:00+00:00,1.08531,1.08587,1.08486,1.08542,92
2024-01-01 05:52:00+00:00,1.08547,1.08589,1.08513,1.08556,93
2024-01-01 05:53:00+00:00,1.08544,1.08573,1.08522,1.08551,117
2024-01-01 05:54:00+00:00,1.08543,1.08585,1.08504,1.08546,108
2024-01-01 05:55:00+00:00,1.08525,1.08586,1.08475,1.08536,104
2024-01-01 05:56:00+00:00,1.08525,1.08551,1.08497,1.08523,100
2024-01-01 05:57:00+00:00,1.0852,1.08557,1.08477,1.08514,99
